date,PM25,temp,ws,hum,press,distance,SO2,CO,O3,NO2,PM10
2019-05-18 PM 12:00:00,7,23.5,5.2,49,14.1,2000,0.003,0.3,0.052,0.008,50
2019-05-18 PM 1:00:00,4,23.9,5.6,47,13.8,2000,0.003,0.3,0.053,0.008,28
2019-05-18 PM 2:00:00,7,24.4,6.1,45,13.7,2000,0.003,0.3,0.054,0.007,31
2019-05-18 PM 3:00:00,3,24.6,4.9,47,14.5,2000,0.003,0.3,0.052,0.008,30
2019-05-18 PM 4:00:00,3,25.4,5.5,43,13.9,2000,0.003,0.3,0.052,0.008,22
2019-05-18 PM 5:00:00,2,24.8,5.2,44,13.7,2000,0.003,0.3,0.051,0.007,19
2019-05-18 PM 6:00:00,5,24.1,3.6,46,13.7,2000,0.003,0.3,0.05,0.009,17
2019-05-18 PM 7:00:00,5,22.6,4.6,54,14.8,2000,0.002,0.3,0.047,0.011,16
2019-05-18 PM 8:00:00,6,21.3,3.8,65,16.4,1677,0.002,0.3,0.043,0.012,18
2019-05-18 PM 9:00:00,6,21.1,3.9,61,15.2,2000,0.003,0.3,0.041,0.011,16
2019-05-18 PM 10:00:00,5,20.7,1.7,67,16.3,2000,0.003,0.3,0.035,0.014,15
2019-05-18 PM 11:00:00,8,21.1,4.6,63,15.7,1799,0.003,0.3,0.034,0.009,16
2019-05-19 AM 1:00:00,8,21,3,62,15.4,2000,0.003,0.3,0.03,0.009,15
2019-05-19 AM 2:00:00,4,18.7,3,94,20.2,626,0.003,0.3,0.033,0.007,11
2019-05-19 AM 3:00:00,7,18.1,3.1,98,20.2,233,0.003,0.3,0.027,0.005,11
2019-05-19 AM 4:00:00,4,17.9,3.6,98,20,588,0.002,0.3,0.02,0.004,14
2019-05-19 AM 5:00:00,5,17.8,3.8,98,19.9,985,0.002,0.3,0.019,0.005,11
2019-05-19 AM 6:00:00,7,18,3.8,97,20,1066,0.002,0.3,0.019,0.005,11
2019-05-19 AM 7:00:00,6,18.2,3.9,88,18.3,1774,0.002,0.3,0.017,0.006,10
2019-05-19 AM 8:00:00,8,18.6,3.8,86,18.4,1186,0.002,0.3,0.015,0.01,12
2019-05-19 AM 9:00:00,5,18.4,3.8,94,19.9,394,0.002,0.3,0.012,0.016,15
2019-05-19 AM 10:00:00,7,18.2,4.4,98,20.4,674,0.002,0.3,0.014,0.013,15
2019-05-19 AM 11:00:00,8,18.7,3.2,98,21,1288,0.002,0.3,0.013,0.014,15
2019-05-19 PM 12:00:00,5,19.2,3.2,96,21.3,857,0.002,0.4,0.014,0.013,11
2019-05-19 PM 1:00:00,5,19.6,2.8,97,22.1,947,0.002,0.4,0.012,0.014,14
2019-05-19 PM 2:00:00,10,20.1,3.2,97,22.8,256,0.002,0.4,0.012,0.014,14
2019-05-19 PM 3:00:00,9,20.4,3.5,96,22.9,991,0.002,0.4,0.012,0.014,17
2019-05-19 PM 4:00:00,10,20.3,2.8,98,23.2,314,0.003,0.3,0.014,0.009,15
2019-05-19 PM 5:00:00,10,20.4,2.5,98,23.4,124,0.002,0.4,0.011,0.014,16
2019-05-19 PM 6:00:00,11,20,2.6,98,22.8,131,0.002,0.4,0.01,0.018,20
2019-05-19 PM 7:00:00,11,19.6,2.4,98,22.2,238,0.003,0.4,0.012,0.014,18
2019-05-19 PM 8:00:00,15,19.6,2.8,98,22.2,151,0.002,0.4,0.012,0.014,23
2019-05-19 PM 9:00:00,15,19.7,3.7,98,22.4,167,0.002,0.4,0.009,0.02,28
2019-05-19 PM 10:00:00,20,19.6,3.3,98,22.2,276,0.002,0.4,0.01,0.021,30
2019-05-19 PM 11:00:00,16,19.6,3.9,98,22.2,294,0.002,0.4,0.014,0.013,30
2019-05-20 AM 1:00:00,19,18.7,2.6,98,21,21,0.002,0.4,0.01,0.013,33
2019-05-20 AM 2:00:00,18,17.4,4.7,98,19.4,193,0.002,0.3,0.016,0.007,30
2019-05-20 AM 3:00:00,4,16.3,4.2,98,18.1,468,0.002,0.3,0.027,0.004,7
2019-05-20 AM 4:00:00,4,16.1,4.1,96,17.5,647,0.002,0.3,0.037,0.003,14
2019-05-20 AM 5:00:00,12,15.3,3.7,98,16.9,304,0.002,0.3,0.032,0.004,34
2019-05-20 AM 6:00:00,12,14.4,4,89,14.6,1112,0.002,0.3,0.03,0.007,25
2019-05-20 AM 7:00:00,13,14.1,4.9,75,12,1266,0.002,0.4,0.027,0.01,45
2019-05-20 AM 8:00:00,11,14.5,5.4,69,11.3,1346,0.003,0.4,0.023,0.013,68
2019-05-20 AM 9:00:00,9,15,5.1,65,11,1436,0.002,0.4,0.022,0.013,71
2019-05-20 AM 10:00:00,6,15.2,5.8,61,10.5,1609,0.002,0.4,0.023,0.011,64
2019-05-20 AM 11:00:00,8,16,4.8,53,9.6,1873,0.003,0.4,0.028,0.009,55
2019-05-20 PM 12:00:00,8,16.6,5.8,43,8.1,2000,0.003,0.4,0.032,0.008,45
2019-05-20 PM 1:00:00,6,16.1,6.1,50,9.1,2000,0.002,0.3,0.037,0.007,36
2019-05-20 PM 2:00:00,3,16.8,6,51,9.7,2000,0.002,0.3,0.038,0.007,31
2019-05-20 PM 3:00:00,2,16.4,8.6,50,9.3,2000,0.003,0.3,0.039,0.009,22
2019-05-20 PM 4:00:00,5,16.7,7.4,48,9.1,2000,0.003,0.3,0.04,0.01,26
2019-05-20 PM 5:00:00,6,15.8,7.4,60,10.7,2000,0.003,0.4,0.043,0.009,34
2019-05-20 PM 6:00:00,7,15.4,7.4,57,9.9,2000,0.003,0.4,0.047,0.009,35
2019-05-20 PM 7:00:00,9,15,6.3,54,9.2,2000,0.003,0.5,0.045,0.011,41
2019-05-20 PM 8:00:00,10,14.1,4.7,59,9.4,2000,0.003,0.5,0.042,0.012,43
2019-05-20 PM 9:00:00,13,13.8,5.3,64,10,1950,0.003,0.5,0.039,0.013,41
2019-05-20 PM 10:00:00,11,13.2,3.1,72,10.9,1587,0.003,0.5,0.039,0.012,49
2019-05-20 PM 11:00:00,11,13.1,3.4,79,11.9,1271,0.003,0.4,0.033,0.014,54
2019-05-21 AM 1:00:00,11,12.5,3.2,82,11.9,1186,0.003,0.4,0.03,0.014,64
2019-05-21 AM 2:00:00,14,12.5,3.8,83,11.9,1083,0.003,0.4,0.03,0.013,62
2019-05-21 AM 3:00:00,11,12.7,4,81,11.9,1478,0.005,0.5,0.028,0.015,65
2019-05-21 AM 4:00:00,15,12.6,3.5,82,11.9,1696,0.004,0.4,0.031,0.015,60
2019-05-21 AM 5:00:00,13,12.5,3.2,84,12.1,1764,0.007,0.3,0.038,0.012,50
2019-05-21 AM 6:00:00,11,12.8,3.7,78,11.5,1687,0.005,0.3,0.033,0.018,43
2019-05-21 AM 7:00:00,11,13.9,3.6,70,11.1,1890,0.005,0.4,0.027,0.025,44
2019-05-21 AM 8:00:00,10,15.1,3.5,66,11.2,1900,0.006,0.4,0.033,0.021,47
2019-05-21 AM 9:00:00,11,16.3,2.9,61,11.2,1890,0.01,0.3,0.037,0.017,49
2019-05-21 AM 10:00:00,13,17,4.2,59,11.4,2000,0.004,0.3,0.043,0.01,46
2019-05-21 AM 11:00:00,10,17.5,4.1,59,11.7,2000,0.008,0.3,0.044,0.01,45
2019-05-21 PM 12:00:00,10,18.8,4.3,53,11.5,2000,0.004,0.4,0.048,0.01,42
2019-05-21 PM 1:00:00,8,20.4,5.3,40,9.5,2000,0.004,0.4,0.053,0.009,39
2019-05-21 PM 2:00:00,12,20.3,4,53,12.5,2000,0.004,0.4,0.057,0.009,42
2019-05-21 PM 3:00:00,10,19.6,5.8,51,11.6,2000,0.004,0.4,0.057,0.009,43
2019-05-21 PM 4:00:00,14,19,4.3,58,12.7,1631,0.003,0.4,0.068,0.01,47
2019-05-21 PM 5:00:00,16,18.7,4.2,55,11.8,1487,0.005,0.4,0.079,0.011,55
2019-05-21 PM 6:00:00,22,17.9,4.2,60,12.3,1464,0.004,0.5,0.084,0.014,69
2019-05-21 PM 7:00:00,24,16.7,3.7,67,12.7,2000,0.004,0.5,0.086,0.015,76
2019-05-21 PM 8:00:00,27,15.4,4.4,73,12.7,1136,0.004,0.5,0.081,0.012,78
2019-05-21 PM 9:00:00,21,14.9,2.3,80,13.5,968,0.003,0.5,0.079,0.013,69
2019-05-21 PM 10:00:00,21,14.6,2.1,78,12.9,952,0.003,0.6,0.078,0.011,67
2019-05-21 PM 11:00:00,22,14.1,2.5,87,13.9,759,0.006,0.6,0.064,0.019,69
2019-05-22 AM 1:00:00,26,13.4,2.3,89,13.7,735,0.009,0.5,0.055,0.016,72
2019-05-22 AM 2:00:00,29,13.2,2.9,91,13.7,572,0.006,0.6,0.049,0.017,75
2019-05-22 AM 3:00:00,35,13.1,2.6,90,13.5,546,0.005,0.6,0.046,0.018,83
2019-05-22 AM 4:00:00,37,12.9,2.7,87,12.9,615,0.005,0.6,0.04,0.021,80
2019-05-22 AM 5:00:00,35,12.8,3,82,12,720,0.006,0.7,0.038,0.023,79
2019-05-22 AM 6:00:00,36,13.3,3.4,75,11.4,862,0.005,0.7,0.028,0.035,77
2019-05-22 AM 7:00:00,35,14.3,2.5,72,11.7,813,0.006,0.7,0.027,0.038,75
2019-05-22 AM 8:00:00,34,15.9,2.1,65,11.7,981,0.009,0.7,0.027,0.048,79
2019-05-22 AM 9:00:00,36,17.3,4.6,59,11.6,1124,0.01,0.7,0.043,0.038,82
2019-05-22 AM 10:00:00,29,18.5,5,58,12.3,1294,0.009,0.6,0.059,0.027,73
2019-05-22 AM 11:00:00,27,20,4.6,53,12.4,1478,0.013,0.6,0.072,0.02,66
2019-05-22 PM 12:00:00,23,20.4,3.9,52,12.4,1502,0.022,0.5,0.078,0.015,66
2019-05-22 PM 1:00:00,21,21.5,3.3,46,11.7,2000,0.005,0.4,0.082,0.01,58
2019-05-22 PM 2:00:00,19,22.1,3,44,11.6,2000,0.005,0.4,0.081,0.01,57
2019-05-22 PM 3:00:00,19,21.7,3.1,52,13.5,1741,0.011,0.4,0.078,0.014,60
2019-05-22 PM 4:00:00,23,20.8,4.8,56,13.7,1526,0.012,0.4,0.079,0.014,56
2019-05-22 PM 5:00:00,24,19.9,5.1,56,12.9,1516,0.011,0.4,0.078,0.015,58
2019-05-22 PM 6:00:00,26,20.3,3.6,53,12.5,1632,0.006,0.4,0.079,0.016,63
2019-05-22 PM 7:00:00,24,19,4.1,58,12.7,2000,0.005,0.5,0.081,0.016,60
2019-05-22 PM 8:00:00,30,17.7,2.4,66,13.3,1241,0.004,0.5,0.083,0.014,68
2019-05-22 PM 9:00:00,27,17.6,3.6,67,13.4,1149,0.006,0.5,0.082,0.014,61
2019-05-22 PM 10:00:00,29,17.9,3.7,61,12.4,1339,0.02,0.6,0.062,0.029,62
2019-05-22 PM 11:00:00,35,17.6,2.6,62,12.4,1316,0.009,0.6,0.059,0.029,67
2019-05-23 AM 1:00:00,38,16.9,2,67,12.9,990,0.01,0.5,0.055,0.023,72
2019-05-23 AM 2:00:00,37,16.4,2.3,69,12.8,826,0.008,0.5,0.04,0.023,73
2019-05-23 AM 3:00:00,43,16.1,3.2,72,13.1,663,0.006,0.5,0.036,0.022,74
2019-05-23 AM 4:00:00,42,15.9,3.3,75,13.5,630,0.005,0.6,0.042,0.021,77
2019-05-23 AM 5:00:00,44,15.5,2.5,79,13.8,538,0.005,0.6,0.046,0.018,79
2019-05-23 AM 6:00:00,43,15.3,1.5,83,14.4,419,0.005,0.6,0.033,0.029,77
2019-05-23 AM 7:00:00,43,16.3,0.6,77,14.2,470,0.006,0.6,0.043,0.023,79
2019-05-23 AM 8:00:00,46,17.6,2.3,75,15.1,512,0.006,0.6,0.028,0.042,84
2019-05-23 AM 9:00:00,50,19.6,1.6,65,14.8,597,0.007,0.6,0.061,0.029,97
2019-05-23 AM 10:00:00,47,20.2,2.8,66,15.6,611,0.007,0.6,0.071,0.026,94
2019-05-23 AM 11:00:00,45,20.9,2.6,62,15.3,670,0.014,0.6,0.071,0.035,100
2019-05-23 PM 12:00:00,57,21.3,3,60,15.2,749,0.022,0.6,0.08,0.031,112
2019-05-23 PM 1:00:00,57,22.9,3,50,13.9,951,0.02,0.6,0.104,0.018,108
2019-05-23 PM 2:00:00,44,23.8,3.4,42,12.4,1123,0.023,0.7,0.118,0.016,91
2019-05-23 PM 3:00:00,40,24.3,3.8,41,12.4,1140,0.045,0.6,0.114,0.021,81
2019-05-23 PM 4:00:00,41,25.3,2.3,33,10.6,1330,0.017,0.6,0.125,0.017,81
2019-05-23 PM 5:00:00,38,25,3.1,28,8.8,1400,0.008,0.6,0.112,0.019,80
2019-05-23 PM 6:00:00,38,22.6,3.3,55,15,1070,0.006,0.6,0.101,0.02,79
2019-05-23 PM 7:00:00,35,21.8,2.9,55,14.3,1972,0.005,0.6,0.093,0.019,77
2019-05-23 PM 8:00:00,37,19.5,3.1,65,14.7,1002,0.005,0.6,0.079,0.022,80
2019-05-23 PM 9:00:00,41,18.9,2,62,13.5,1173,0.004,0.6,0.066,0.026,83
2019-05-23 PM 10:00:00,46,18.9,1.3,72,15.7,598,0.004,0.6,0.046,0.037,99
2019-05-23 PM 11:00:00,48,18,1.6,68,13.9,795,0.004,0.7,0.035,0.043,102
2019-05-24 AM 1:00:00,46,17.5,1.1,65,12.9,677,0.004,0.6,0.043,0.027,89
2019-05-24 AM 2:00:00,48,17.5,2.2,66,13.1,537,0.004,0.6,0.037,0.022,87
2019-05-24 AM 3:00:00,52,17.5,1.9,69,13.7,625,0.004,0.6,0.042,0.016,88
2019-05-24 AM 4:00:00,52,17.4,1.8,69,13.7,537,0.004,0.6,0.037,0.017,87
2019-05-24 AM 5:00:00,52,17.3,2.1,69,13.6,522,0.005,0.6,0.032,0.02,88
2019-05-24 AM 6:00:00,53,17.7,1.9,70,14.1,474,0.004,0.6,0.022,0.025,87
2019-05-24 AM 7:00:00,52,18.9,1.2,65,14.1,565,0.004,0.7,0.012,0.035,84
2019-05-24 AM 8:00:00,53,21.3,2.5,55,13.8,824,0.004,0.7,0.011,0.036,82
2019-05-24 AM 9:00:00,51,23.4,2.5,48,13.7,914,0.005,0.8,0.014,0.053,80
2019-05-24 AM 10:00:00,38,25,2.6,43,13.6,841,0.006,0.7,0.04,0.049,79
2019-05-24 AM 11:00:00,38,27,1.4,43,15.3,812,0.006,0.7,0.067,0.041,79
2019-05-24 PM 12:00:00,45,26.2,3.4,46,15.6,665,0.008,0.8,0.091,0.036,90
2019-05-24 PM 1:00:00,60,27.4,3.3,41,14.9,756,0.015,0.7,0.111,0.035,113
2019-05-24 PM 2:00:00,67,27.4,3.1,42,15.3,843,0.018,0.7,0.134,0.032,119
2019-05-24 PM 3:00:00,70,28,3.2,44,16.6,850,0.021,0.7,0.14,0.029,130
2019-05-24 PM 4:00:00,67,27.9,2.9,45,16.8,741,0.024,0.7,0.115,0.03,121
2019-05-24 PM 5:00:00,62,27.2,3.5,48,17.3,950,0.011,0.7,0.104,0.032,114
2019-05-24 PM 6:00:00,59,25.1,3.3,52,16.5,898,0.006,0.6,0.111,0.022,108
2019-05-24 PM 7:00:00,52,23.7,2.7,56,16.3,1987,0.005,0.6,0.1,0.02,106
2019-05-24 PM 8:00:00,49,22.2,1.7,66,17.6,686,0.004,0.6,0.096,0.018,98
2019-05-24 PM 9:00:00,51,21,0.3,67,16.6,531,0.004,0.6,0.084,0.019,99
2019-05-24 PM 10:00:00,55,20.2,1.8,67,15.8,560,0.003,0.7,0.064,0.033,112
2019-05-24 PM 11:00:00,62,19.6,1.5,71,16.1,465,0.004,0.6,0.062,0.03,123
2019-05-25 AM 1:00:00,73,18.6,2.1,77,16.4,328,0.004,0.6,0.066,0.019,131
2019-05-25 AM 2:00:00,76,18.2,3.3,85,17.7,271,0.004,0.6,0.064,0.016,133
2019-05-25 AM 3:00:00,81,18,3.1,88,18.1,226,0.005,0.7,0.057,0.019,134
2019-05-25 AM 4:00:00,87,17.7,2.5,89,17.9,194,0.005,0.7,0.051,0.018,141
2019-05-25 AM 5:00:00,84,17.9,2.9,86,17.6,230,0.004,0.7,0.039,0.02,136
2019-05-25 AM 6:00:00,79,18,2.5,84,17.3,185,0.004,0.7,0.055,0.014,133
2019-05-25 AM 7:00:00,79,18.8,2.5,77,16.6,241,0.005,0.8,0.05,0.024,131
2019-05-25 AM 8:00:00,87,19.7,3.2,68,15.6,331,0.006,0.8,0.059,0.032,139
2019-05-25 AM 9:00:00,85,21.2,2.7,55,13.7,579,0.007,0.8,0.069,0.034,138
2019-05-25 AM 10:00:00,84,22.8,3.2,40,11,1231,0.008,0.9,0.066,0.043,136
2019-05-25 AM 11:00:00,68,24,3.4,31,9.2,2000,0.009,0.7,0.069,0.037,112
2019-05-25 PM 12:00:00,33,24.3,3.5,36,10.9,2000,0.01,0.4,0.068,0.019,64
2019-05-25 PM 1:00:00,20,24.6,2.8,37,11.4,2000,0.012,0.4,0.071,0.014,39
2019-05-25 PM 2:00:00,20,23.9,3,51,15.1,2000,0.012,0.4,0.067,0.013,39
2019-05-25 PM 3:00:00,21,24.4,2.7,55,16.7,2000,0.007,0.3,0.054,0.012,40
2019-05-25 PM 4:00:00,19,24.5,2.2,56,17.2,1844,0.01,0.4,0.037,0.012,37
2019-05-25 PM 5:00:00,21,24.7,2.8,53,16.4,2000,0.018,0.4,0.039,0.012,36
2019-05-25 PM 6:00:00,21,24.5,1.8,55,16.8,2000,0.02,0.4,0.044,0.018,37
2019-05-25 PM 7:00:00,23,23.9,1.9,58,17.2,1975,0.013,0.4,0.044,0.019,40
2019-05-25 PM 8:00:00,21,22.7,1.6,61,16.7,2000,0.007,0.4,0.042,0.016,41
2019-05-25 PM 9:00:00,21,21.9,1.8,64,16.7,2000,0.005,0.4,0.035,0.019,41
2019-05-25 PM 10:00:00,23,21.5,1.5,63,16.1,2000,0.004,0.5,0.026,0.022,38
2019-05-25 PM 11:00:00,24,21.6,2.3,61,15.7,2000,0.004,0.5,0.016,0.032,42
2019-05-26 AM 1:00:00,22,21,2.1,63,15.6,2000,0.004,0.6,0.011,0.039,42
2019-05-26 AM 2:00:00,23,20.6,0.4,62,15,1950,0.004,0.6,0.015,0.031,40
2019-05-26 AM 3:00:00,24,20.2,0.8,64,15.1,1987,0.004,0.6,0.01,0.034,44
2019-05-26 AM 4:00:00,24,19.8,1.1,66,15.2,1509,0.004,0.6,0.015,0.025,44
2019-05-26 AM 5:00:00,25,19.7,1.3,68,15.6,1458,0.005,0.5,0.02,0.018,44
2019-05-26 AM 6:00:00,25,19.4,1.7,72,16.2,1231,0.004,0.5,0.014,0.018,46
2019-05-26 AM 7:00:00,27,20.4,1.4,64,15.3,1031,0.005,0.5,0.014,0.021,45
2019-05-26 AM 8:00:00,25,22.7,2,54,14.9,1526,0.005,0.6,0.013,0.026,44
2019-05-26 AM 9:00:00,27,24.6,3.2,46,14.2,1916,0.005,0.6,0.022,0.03,44
2019-05-26 AM 10:00:00,23,25.7,2,43,14.1,1987,0.006,0.4,0.053,0.016,43
2019-05-26 AM 11:00:00,22,26.8,3,39,13.7,1987,0.011,0.4,0.068,0.016,43
2019-05-26 PM 12:00:00,24,26.8,2.6,35,12.3,1864,0.019,0.4,0.074,0.012,46
2019-05-26 PM 1:00:00,23,26.9,3.5,36,12.7,2000,0.012,0.5,0.079,0.01,41
2019-05-26 PM 2:00:00,22,26.2,3.6,38,12.9,2000,0.009,0.4,0.081,0.009,44
2019-05-26 PM 3:00:00,27,26.1,3.5,33,11.1,2000,0.009,0.4,0.085,0.009,45
2019-05-26 PM 4:00:00,18,26.1,2.4,31,10.4,2000,0.015,0.4,0.08,0.01,36
2019-05-26 PM 5:00:00,16,25.3,3.8,34,10.9,2000,0.013,0.4,0.077,0.009,36
2019-05-26 PM 6:00:00,19,23.9,3.7,41,12.1,2000,0.004,0.4,0.067,0.012,38
2019-05-26 PM 7:00:00,18,22.2,3.1,54,14.4,2000,0.004,0.4,0.065,0.011,41
2019-05-26 PM 8:00:00,19,21.7,1.9,50,12.9,2000,0.014,0.4,0.065,0.011,38
2019-05-26 PM 9:00:00,21,22,2.1,46,12.1,2000,0.01,0.4,0.058,0.015,40
2019-05-26 PM 10:00:00,20,22.1,2.6,49,12.9,2000,0.006,0.4,0.048,0.02,37
2019-05-26 PM 11:00:00,26,22,2.5,50,13.1,2000,0.006,0.4,0.044,0.021,47
2019-05-27 AM 1:00:00,18,22.4,4.8,50,13.5,2000,0.005,0.4,0.054,0.011,39
2019-05-27 AM 2:00:00,21,22.4,4.8,52,14,2000,0.004,0.4,0.057,0.008,40
2019-05-27 AM 3:00:00,20,21.2,5.6,68,17,2000,0.004,0.4,0.053,0.008,37
2019-05-27 AM 4:00:00,18,20.1,3.5,84,19.7,2000,0.003,0.3,0.05,0.005,34
2019-05-27 AM 5:00:00,15,19.3,5.4,92,20.5,985,0.003,0.3,0.042,0.005,27
2019-05-27 AM 6:00:00,11,17.6,5.8,97,19.5,300,0.002,0.3,0.038,0.006,23
2019-05-27 AM 7:00:00,13,17.4,4.9,98,19.4,300,0.002,0.3,0.036,0.009,22
2019-05-27 AM 8:00:00,10,17.5,4.1,98,19.5,250,0.003,0.4,0.031,0.015,20
2019-05-27 AM 9:00:00,12,17.6,3.6,98,19.6,250,0.002,0.4,0.025,0.02,21
2019-05-27 AM 10:00:00,14,17.9,4,98,20,250,0.003,0.4,0.023,0.021,22
2019-05-27 AM 11:00:00,11,18.4,4.9,98,20.6,300,0.002,0.4,0.023,0.019,18
2019-05-27 PM 12:00:00,11,18.7,4.8,98,21,250,0.002,0.4,0.021,0.018,16
2019-05-27 PM 1:00:00,8,17.8,4.7,98,19.9,250,0.002,0.4,0.018,0.02,13
2019-05-27 PM 2:00:00,7,16.5,4.8,98,18.3,24,0.004,0.4,0.021,0.015,16
2019-05-27 PM 3:00:00,7,16.5,3.3,98,18.3,341,0.003,0.3,0.029,0.011,13
2019-05-27 PM 4:00:00,6,15.7,4.3,98,17.4,273,0.003,0.3,0.032,0.009,14
2019-05-27 PM 5:00:00,8,15.5,5.8,98,17.2,587,0.003,0.3,0.035,0.007,18
2019-05-27 PM 6:00:00,7,16.2,5.9,96,17.6,1966,0.003,0.3,0.032,0.009,18
2019-05-27 PM 7:00:00,7,16.5,5,73,13.7,2000,0.003,0.4,0.033,0.011,16
2019-05-27 PM 8:00:00,13,16.3,5.3,72,13.3,2000,0.003,0.4,0.041,0.011,27
2019-05-27 PM 9:00:00,10,16.4,4.7,74,13.7,2000,0.003,0.5,0.038,0.011,27
2019-05-27 PM 10:00:00,6,15.8,4.8,75,13.4,2000,0.002,0.3,0.039,0.006,20
2019-05-27 PM 11:00:00,6,15.5,6.6,57,10,2000,0.003,0.3,0.038,0.005,18
2019-05-28 AM 1:00:00,2,14.8,4.5,58,9.7,2000,0.003,0.3,0.037,0.005,13
2019-05-28 AM 2:00:00,5,14.4,2.7,60,9.8,2000,0.003,0.3,0.037,0.004,12
2019-05-28 AM 3:00:00,6,14.3,4.1,63,10.2,2000,0.003,0.3,0.036,0.005,15
2019-05-28 AM 4:00:00,3,14.3,5.4,63,10.2,2000,0.003,0.3,0.036,0.005,13
2019-05-28 AM 5:00:00,5,13.9,2.6,64,10.1,2000,0.003,0.3,0.034,0.006,14
2019-05-28 AM 6:00:00,6,14.2,1.9,69,11.1,2000,0.003,0.3,0.019,0.019,17
2019-05-28 AM 7:00:00,6,14.6,2.3,76,12.6,2000,0.002,0.4,0.01,0.027,22
2019-05-28 AM 8:00:00,8,15.8,1.7,64,11.4,2000,0.003,0.3,0.019,0.021,22
2019-05-28 AM 9:00:00,9,16.8,3.7,60,11.4,2000,0.003,0.4,0.025,0.018,26
2019-05-28 AM 10:00:00,9,18.1,3.1,52,10.7,2000,0.003,0.3,0.034,0.012,31
2019-05-28 AM 11:00:00,10,19.6,2.2,44,10,2000,0.003,0.3,0.042,0.009,31
2019-05-28 PM 12:00:00,8,20.3,3.4,50,11.9,2000,0.003,0.3,0.047,0.008,27
2019-05-28 PM 1:00:00,5,19.7,3.4,50,11.4,2000,0.003,0.3,0.049,0.007,23
2019-05-28 PM 2:00:00,2,19.7,4.8,47,10.7,2000,0.002,0.3,0.05,0.007,23
2019-05-28 PM 3:00:00,3,20,3.8,47,10.9,2000,0.003,0.3,0.052,0.009,30
2019-05-28 PM 4:00:00,5,19.7,3.6,56,12.8,2000,0.003,0.3,0.056,0.009,34
2019-05-28 PM 5:00:00,10,19.7,4.3,53,12.1,2000,0.005,0.3,0.054,0.014,36
2019-05-28 PM 6:00:00,9,19.2,4.5,48,10.6,2000,0.004,0.3,0.053,0.015,34
2019-05-28 PM 7:00:00,8,18.4,4.5,47,9.9,2000,0.004,0.3,0.054,0.015,29
2019-05-28 PM 8:00:00,11,17,4.2,65,12.5,2000,0.004,0.4,0.045,0.019,35
2019-05-28 PM 9:00:00,10,16.9,3.9,65,12.4,2000,0.004,0.3,0.053,0.016,32
2019-05-28 PM 10:00:00,13,16.6,2.4,70,13.1,2000,0.004,0.4,0.057,0.014,35
2019-05-28 PM 11:00:00,13,16,3,79,14.3,1517,0.003,0.4,0.067,0.011,44
2019-05-29 AM 1:00:00,20,15.4,2.8,88,15.4,923,0.003,0.5,0.067,0.012,53
2019-05-29 AM 2:00:00,15,15,1.4,92,15.7,682,0.003,0.5,0.059,0.016,51
2019-05-29 AM 3:00:00,19,14.7,1.1,90,15,603,0.003,0.5,0.059,0.011,50
2019-05-29 AM 4:00:00,19,14.6,2.6,92,15.3,516,0.003,0.5,0.041,0.016,51
2019-05-29 AM 5:00:00,26,14.4,3.5,91,14.9,284,0.003,0.5,0.031,0.019,54
2019-05-29 AM 6:00:00,28,14.3,2.6,88,14.3,393,0.003,0.6,0.029,0.031,56
2019-05-29 AM 7:00:00,31,15.2,3.2,83,14.3,548,0.004,0.6,0.018,0.051,70
2019-05-29 AM 8:00:00,41,16.6,2.5,70,13.1,835,0.005,0.7,0.037,0.044,88
2019-05-29 AM 9:00:00,35,18.3,2.8,63,13.2,875,0.006,0.6,0.051,0.033,79
2019-05-29 AM 10:00:00,33,18.5,3.8,62,13.1,1211,0.008,0.6,0.055,0.036,72
2019-05-29 AM 11:00:00,37,20.3,3.6,52,12.4,1356,0.01,0.6,0.077,0.028,73
2019-05-29 PM 12:00:00,27,20.1,3.7,58,13.6,1890,0.015,0.7,0.076,0.023,54
2019-05-29 PM 1:00:00,25,20.5,3.7,57,13.7,1854,0.01,0.6,0.081,0.017,53
2019-05-29 PM 2:00:00,26,20.9,4.3,55,13.6,1767,0.006,0.5,0.084,0.014,49
2019-05-29 PM 3:00:00,25,21.7,3.9,49,12.7,1865,0.005,0.5,0.085,0.014,53
2019-05-29 PM 4:00:00,21,21.9,3,47,12.3,2000,0.005,0.5,0.087,0.011,49
2019-05-29 PM 5:00:00,20,21.4,4.5,54,13.7,2000,0.004,0.5,0.075,0.014,51
2019-05-29 PM 6:00:00,19,21.6,4.6,45,11.6,2000,0.004,0.5,0.065,0.015,53
2019-05-29 PM 7:00:00,19,21.7,2.1,44,11.4,2000,0.003,0.5,0.065,0.016,53
2019-05-29 PM 8:00:00,17,20.7,2.4,45,10.9,1987,0.003,0.4,0.057,0.016,52
2019-05-29 PM 9:00:00,16,19.1,2.7,51,11.2,2000,0.003,0.4,0.038,0.027,57
2019-05-29 PM 10:00:00,15,18.8,1,51,11,2000,0.003,0.4,0.04,0.023,53
2019-05-29 PM 11:00:00,10,17.9,2.6,64,13,2000,0.003,0.4,0.039,0.025,43
2019-05-30 AM 1:00:00,12,16.8,2.7,66,12.6,2000,0.003,0.4,0.049,0.018,43
2019-05-30 AM 2:00:00,15,16,2.8,75,13.6,1345,0.004,0.4,0.045,0.02,40
